fixture_id,theme_id,expected,rank,semantic_score,lexical_score,combined_score,coverage,delta_from_best,ratio_to_best,segment_support_count,segment_count
politics_parliament,politics,1,1,0.634745,0.333333,0.559392,1.000000,0.000000,1.000000,1,1
politics_parliament,law,1,2,0.496157,0.000000,0.372118,1.000000,0.187274,0.665219,1,1
politics_parliament,sports,0,3,0.388520,0.166667,0.333057,0.000000,0.226335,0.595391,0,1
politics_parliament,science,0,4,0.430175,0.000000,0.322631,1.000000,0.236761,0.576753,1,1
politics_parliament,everyday,0,5,0.409087,0.000000,0.306815,0.000000,0.252577,0.548479,0,1
politics_parliament,economics,0,6,0.402522,0.000000,0.301891,0.000000,0.257501,0.539677,0,1
politics_parliament,medicine,0,7,0.383633,0.000000,0.287725,0.000000,0.271667,0.514353,0,1
politics_parliament,military,0,8,0.371930,0.000000,0.278948,0.000000,0.280444,0.498663,0,1
politics_parliament,it,0,9,0.363795,0.000000,0.272846,0.000000,0.286546,0.487755,0,1
politics_parliament,religion,0,10,0.356213,0.000000,0.267160,0.000000,0.292232,0.477590,0,1
politics_diplomacy,politics,1,1,0.672155,0.000000,0.504116,1.000000,0.000000,1.000000,1,1
politics_diplomacy,law,0,2,0.456979,0.166667,0.384401,1.000000,0.119715,0.762525,1,1
politics_diplomacy,everyday,0,3,0.467922,0.000000,0.350942,1.000000,0.153174,0.696153,1,1
politics_diplomacy,economics,0,4,0.440317,0.000000,0.330238,1.000000,0.173878,0.655083,1,1
politics_diplomacy,religion,0,5,0.438377,0.000000,0.328783,1.000000,0.175333,0.652197,1,1
politics_diplomacy,science,0,6,0.410964,0.000000,0.308223,0.000000,0.195893,0.611413,0,1
politics_diplomacy,military,0,7,0.400975,0.000000,0.300731,0.000000,0.203385,0.596551,0,1
politics_diplomacy,it,0,8,0.400317,0.000000,0.300238,0.000000,0.203878,0.595573,0,1
politics_diplomacy,sports,0,9,0.394018,0.000000,0.295513,0.000000,0.208603,0.586200,0,1
politics_diplomacy,medicine,0,10,0.373388,0.000000,0.280041,0.000000,0.224075,0.555509,0,1
politics_protest,politics,1,1,0.645163,0.166667,0.525539,1.000000,0.000000,1.000000,1,1
politics_protest,law,0,2,0.499576,0.166667,0.416349,1.000000,0.109190,0.792232,1,1
politics_protest,economics,0,3,0.469103,0.000000,0.351827,1.000000,0.173712,0.669459,1,1
politics_protest,military,0,4,0.456414,0.000000,0.342310,1.000000,0.183229,0.651350,1,1
politics_protest,sports,0,5,0.443439,0.000000,0.332579,1.000000,0.192960,0.632834,1,1
politics_protest,science,0,6,0.441564,0.000000,0.331173,1.000000,0.194366,0.630159,1,1
politics_protest,everyday,0,7,0.424975,0.000000,0.318731,1.000000,0.206808,0.606484,1,1
politics_protest,medicine,0,8,0.424602,0.000000,0.318451,1.000000,0.207088,0.605951,1,1
politics_protest,religion,0,9,0.423489,0.000000,0.317617,1.000000,0.207922,0.604364,1,1
politics_protest,it,0,10,0.367989,0.000000,0.275992,0.000000,0.249547,0.525160,0,1
sports_football,sports,1,1,0.648572,1.000000,0.736429,1.000000,0.000000,1.000000,1,1
sports_football,military,0,2,0.603717,0.000000,0.452788,1.000000,0.283641,0.614843,1,1
sports_football,everyday,0,3,0.458581,0.166667,0.385602,1.000000,0.350827,0.523611,1,1
sports_football,economics,0,4,0.453031,0.166667,0.381440,1.000000,0.354989,0.517959,1,1
sports_football,politics,0,5,0.471090,0.000000,0.353318,1.000000,0.383111,0.479772,1,1
sports_football,medicine,0,6,0.470721,0.000000,0.353041,1.000000,0.383388,0.479396,1,1
sports_football,it,0,7,0.447343,0.000000,0.335507,1.000000,0.400922,0.455586,1,1
sports_football,law,0,8,0.440337,0.000000,0.330253,1.000000,0.406176,0.448452,1,1
sports_football,science,0,9,0.424875,0.000000,0.318656,1.000000,0.417773,0.432704,1,1
sports_football,religion,0,10,0.424801,0.000000,0.318601,1.000000,0.417828,0.432630,1,1
sports_training,sports,1,1,0.664666,0.666667,0.665166,1.000000,0.000000,1.000000,1,1
sports_training,military,0,2,0.571911,0.000000,0.428933,1.000000,0.236233,0.644851,1,1
sports_training,it,0,3,0.463439,0.166667,0.389246,1.000000,0.275920,0.585186,1,1
sports_training,economics,0,4,0.462006,0.166667,0.388171,1.000000,0.276995,0.583570,1,1
sports_training,law,0,5,0.448295,0.166667,0.377888,1.000000,0.287278,0.568111,1,1
sports_training,medicine,0,6,0.503140,0.000000,0.377355,1.000000,0.287811,0.567310,1,1
sports_training,everyday,0,7,0.493081,0.000000,0.369811,1.000000,0.295355,0.555968,1,1
sports_training,science,0,8,0.473640,0.000000,0.355230,1.000000,0.309936,0.534047,1,1
sports_training,religion,0,9,0.452783,0.000000,0.339587,1.000000,0.325579,0.510530,1,1
sports_training,politics,0,10,0.451954,0.000000,0.338966,1.000000,0.326200,0.509596,1,1
sports_hockey,sports,1,1,0.665209,1.000000,0.748907,1.000000,0.000000,1.000000,1,1
sports_hockey,law,0,2,0.478895,0.333333,0.442504,1.000000,0.306403,0.590866,1,1
sports_hockey,military,0,3,0.521681,0.000000,0.391261,1.000000,0.357646,0.522443,1,1
sports_hockey,everyday,0,4,0.497871,0.000000,0.373403,1.000000,0.375504,0.498597,1,1
sports_hockey,medicine,0,5,0.428189,0.166667,0.362808,1.000000,0.386099,0.484450,1,1
sports_hockey,science,0,6,0.455083,0.000000,0.341312,1.000000,0.407595,0.455747,1,1
sports_hockey,religion,0,7,0.447506,0.000000,0.335630,1.000000,0.413277,0.448160,1,1
sports_hockey,politics,0,8,0.443391,0.000000,0.332543,1.000000,0.416364,0.444038,1,1
sports_hockey,economics,0,9,0.438505,0.000000,0.328879,1.000000,0.420028,0.439145,1,1
sports_hockey,it,0,10,0.401612,0.000000,0.301209,0.000000,0.447698,0.402198,0,1
sports_injury,sports,1,1,0.653353,0.500000,0.615015,1.000000,0.000000,1.000000,1,1
sports_injury,medicine,1,2,0.596038,0.166667,0.488695,1.000000,0.126320,0.794607,1,1
sports_injury,everyday,0,3,0.497090,0.166667,0.414484,1.000000,0.200531,0.673941,1,1
sports_injury,science,0,4,0.483642,0.166667,0.404398,1.000000,0.210617,0.657542,1,1
sports_injury,military,0,5,0.523976,0.000000,0.392982,1.000000,0.222033,0.638980,1,1
sports_injury,politics,0,6,0.454397,0.000000,0.340798,1.000000,0.274217,0.554130,1,1
sports_injury,law,0,7,0.452027,0.000000,0.339020,1.000000,0.275995,0.551239,1,1
sports_injury,religion,0,8,0.445991,0.000000,0.334493,1.000000,0.280522,0.543878,1,1
sports_injury,it,0,9,0.443230,0.000000,0.332423,1.000000,0.282592,0.540512,1,1
sports_injury,economics,0,10,0.431493,0.000000,0.323620,1.000000,0.291395,0.526199,1,1
everyday_shopping,everyday,1,1,0.623411,0.500000,0.592558,1.000000,0.000000,1.000000,1,1
everyday_shopping,religion,0,2,0.480359,0.000000,0.360269,1.000000,0.232289,0.607989,1,1
everyday_shopping,economics,0,3,0.455311,0.000000,0.341483,1.000000,0.251075,0.576286,1,1
everyday_shopping,medicine,0,4,0.418449,0.000000,0.313837,0.000000,0.278721,0.529631,0,1
everyday_shopping,sports,0,5,0.396859,0.000000,0.297644,0.000000,0.294914,0.502304,0,1
everyday_shopping,law,0,6,0.386651,0.000000,0.289988,0.000000,0.302570,0.489383,0,1
everyday_shopping,military,0,7,0.380142,0.000000,0.285106,0.000000,0.307452,0.481144,0,1
everyday_shopping,science,0,8,0.372161,0.000000,0.279121,0.000000,0.313437,0.471044,0,1
everyday_shopping,politics,0,9,0.367884,0.000000,0.275913,0.000000,0.316645,0.465630,0,1
everyday_shopping,it,0,10,0.366936,0.000000,0.275202,0.000000,0.317356,0.464430,0,1
everyday_transport,everyday,1,1,0.557642,1.000000,0.668231,1.000000,0.000000,1.000000,1,1
everyday_transport,economics,0,2,0.413997,0.000000,0.310498,0.000000,0.357733,0.464657,0,1
everyday_transport,it,0,3,0.412397,0.000000,0.309298,0.000000,0.358933,0.462861,0,1
everyday_transport,religion,0,4,0.399641,0.000000,0.299731,0.000000,0.368500,0.448544,0,1
everyday_transport,medicine,0,5,0.387803,0.000000,0.290852,0.000000,0.377379,0.435257,0,1
everyday_transport,military,0,6,0.384093,0.000000,0.288070,0.000000,0.380161,0.431093,0,1
everyday_transport,law,0,7,0.375674,0.000000,0.281755,0.000000,0.386476,0.421643,0,1
everyday_transport,sports,0,8,0.369963,0.000000,0.277472,0.000000,0.390759,0.415234,0,1
everyday_transport,politics,0,9,0.358785,0.000000,0.269089,0.000000,0.399142,0.402689,0,1
everyday_transport,science,0,10,0.348952,0.000000,0.261714,0.000000,0.406517,0.391652,0,1
everyday_family,everyday,1,1,0.615946,0.666667,0.628626,1.000000,0.000000,1.000000,1,1
everyday_family,religion,0,2,0.514263,0.000000,0.385697,1.000000,0.242929,0.613556,1,1
everyday_family,law,0,3,0.423970,0.000000,0.317978,1.000000,0.310648,0.505830,1,1
everyday_family,sports,0,4,0.421438,0.000000,0.316078,1.000000,0.312548,0.502808,1,1
everyday_family,medicine,0,5,0.420901,0.000000,0.315676,1.000000,0.312950,0.502168,1,1
everyday_family,economics,0,6,0.401860,0.000000,0.301395,0.000000,0.327231,0.479450,0,1
everyday_family,politics,0,7,0.380980,0.000000,0.285735,0.000000,0.342891,0.454539,0,1
everyday_family,military,0,8,0.367894,0.000000,0.275921,0.000000,0.352705,0.438927,0,1
everyday_family,it,0,9,0.353234,0.000000,0.264925,0.000000,0.363701,0.421435,0,1
everyday_family,science,0,10,0.336577,0.000000,0.252433,0.000000,0.376193,0.401563,0,1
everyday_repair,everyday,1,1,0.626597,0.833333,0.678281,1.000000,0.000000,1.000000,1,1
everyday_repair,sports,0,2,0.470926,0.333333,0.436528,1.000000,0.241753,0.643580,1,1
everyday_repair,military,0,3,0.481095,0.000000,0.360821,1.000000,0.317460,0.531964,1,1
everyday_repair,law,0,4,0.476586,0.000000,0.357440,1.000000,0.320841,0.526979,1,1
everyday_repair,religion,0,5,0.472259,0.000000,0.354194,1.000000,0.324087,0.522194,1,1
everyday_repair,economics,0,6,0.464656,0.000000,0.348492,1.000000,0.329789,0.513787,1,1
everyday_repair,it,0,7,0.460157,0.000000,0.345118,1.000000,0.333163,0.508813,1,1
everyday_repair,medicine,0,8,0.457436,0.000000,0.343077,1.000000,0.335204,0.505804,1,1
everyday_repair,politics,0,9,0.440923,0.000000,0.330692,1.000000,0.347589,0.487544,1,1
everyday_repair,science,0,10,0.417503,0.000000,0.313127,0.000000,0.365154,0.461648,0,1
hard_neutral,everyday,0,1,0.508654,0.166667,0.423157,1.000000,0.000000,1.000000,1,1
hard_neutral,religion,0,2,0.418950,0.000000,0.314213,0.000000,0.108944,0.742545,0,1
hard_neutral,medicine,0,3,0.400367,0.000000,0.300275,0.000000,0.122882,0.709607,0,1
hard_neutral,sports,0,4,0.395242,0.000000,0.296431,0.000000,0.126726,0.700523,0,1
hard_neutral,military,0,5,0.394006,0.000000,0.295505,0.000000,0.127652,0.698334,0,1
hard_neutral,science,0,6,0.387819,0.000000,0.290864,0.000000,0.132293,0.687367,0,1
hard_neutral,law,0,7,0.380750,0.000000,0.285562,0.000000,0.137595,0.674837,0,1
hard_neutral,it,0,8,0.380406,0.000000,0.285305,0.000000,0.137852,0.674230,0,1
hard_neutral,politics,0,9,0.364433,0.000000,0.273325,0.000000,0.149832,0.645919,0,1
hard_neutral,economics,0,10,0.339296,0.000000,0.254472,0.000000,0.168685,0.601365,0,1
hard_mixed_politics_economics,economics,1,1,0.633658,0.666667,0.641910,1.000000,0.000000,1.000000,1,1
hard_mixed_politics_economics,politics,1,2,0.606936,0.166667,0.496869,1.000000,0.145041,0.774048,1,1
hard_mixed_politics_economics,law,0,3,0.486566,0.166667,0.406591,1.000000,0.235319,0.633408,1,1
hard_mixed_politics_economics,science,0,4,0.476140,0.000000,0.357105,1.000000,0.284805,0.556316,1,1
hard_mixed_politics_economics,everyday,0,5,0.473313,0.000000,0.354985,1.000000,0.286925,0.553014,1,1
hard_mixed_politics_economics,medicine,0,6,0.458778,0.000000,0.344083,1.000000,0.297827,0.536030,1,1
hard_mixed_politics_economics,religion,0,7,0.447032,0.000000,0.335274,1.000000,0.306636,0.522307,1,1
hard_mixed_politics_economics,it,0,8,0.442721,0.000000,0.332041,1.000000,0.309869,0.517270,1,1
hard_mixed_politics_economics,military,0,9,0.441114,0.000000,0.330836,1.000000,0.311074,0.515393,1,1
hard_mixed_politics_economics,sports,0,10,0.437112,0.000000,0.327834,1.000000,0.314076,0.510716,1,1
hard_law_politics_overlap,politics,1,1,0.603670,0.500000,0.577753,1.000000,0.000000,1.000000,1,1
hard_law_politics_overlap,law,1,2,0.598598,0.333333,0.532282,1.000000,0.045471,0.921297,1,1
hard_law_politics_overlap,science,0,3,0.403975,0.166667,0.344648,0.000000,0.233105,0.596532,0,1
hard_law_politics_overlap,sports,0,4,0.416606,0.000000,0.312454,0.000000,0.265299,0.540809,0,1
hard_law_politics_overlap,medicine,0,5,0.401682,0.000000,0.301261,0.000000,0.276492,0.521436,0,1
hard_law_politics_overlap,economics,0,6,0.391698,0.000000,0.293774,0.000000,0.283979,0.508477,0,1
hard_law_politics_overlap,it,0,7,0.391156,0.000000,0.293367,0.000000,0.284386,0.507772,0,1
hard_law_politics_overlap,military,0,8,0.389087,0.000000,0.291815,0.000000,0.285938,0.505086,0,1
hard_law_politics_overlap,everyday,0,9,0.383073,0.000000,0.287305,0.000000,0.290448,0.497280,0,1
hard_law_politics_overlap,religion,0,10,0.366420,0.000000,0.274815,0.000000,0.302938,0.475662,0,1
hard_single_keyword,everyday,1,1,0.518642,0.166667,0.430648,1.000000,0.000000,1.000000,1,1
hard_single_keyword,law,0,2,0.424092,0.166667,0.359736,1.000000,0.070912,0.835337,1,1
hard_single_keyword,religion,0,3,0.450180,0.000000,0.337635,1.000000,0.093013,0.784016,1,1
hard_single_keyword,medicine,0,4,0.421443,0.000000,0.316082,1.000000,0.114566,0.733968,1,1
hard_single_keyword,it,0,5,0.419590,0.000000,0.314693,0.000000,0.115955,0.730743,0,1
hard_single_keyword,sports,0,6,0.406841,0.000000,0.305131,0.000000,0.125517,0.708539,0,1
hard_single_keyword,economics,0,7,0.405359,0.000000,0.304019,0.000000,0.126629,0.705957,0,1
hard_single_keyword,military,0,8,0.390956,0.000000,0.293217,0.000000,0.137431,0.680874,0,1
hard_single_keyword,science,0,9,0.387513,0.000000,0.290635,0.000000,0.140013,0.674878,0,1
hard_single_keyword,politics,0,10,0.373321,0.000000,0.279991,0.000000,0.150657,0.650162,0,1
hard_very_short,sports,1,1,0.656311,0.166667,0.533900,1.000000,0.000000,1.000000,1,1
hard_very_short,law,0,2,0.501917,0.000000,0.376438,1.000000,0.157462,0.705072,1,1
hard_very_short,military,0,3,0.500031,0.000000,0.375023,1.000000,0.158877,0.702422,1,1
hard_very_short,everyday,0,4,0.493335,0.000000,0.370001,1.000000,0.163899,0.693016,1,1
hard_very_short,it,0,5,0.470318,0.000000,0.352739,1.000000,0.181161,0.660684,1,1
hard_very_short,science,0,6,0.460021,0.000000,0.345016,1.000000,0.188884,0.646218,1,1
hard_very_short,politics,0,7,0.456851,0.000000,0.342638,1.000000,0.191262,0.641764,1,1
hard_very_short,economics,0,8,0.454729,0.000000,0.341047,1.000000,0.192853,0.638784,1,1
hard_very_short,religion,0,9,0.453069,0.000000,0.339802,1.000000,0.194098,0.636453,1,1
hard_very_short,medicine,0,10,0.436680,0.000000,0.327510,1.000000,0.206390,0.613429,1,1
hard_semantic_without_direct_keyword,science,1,1,0.604232,0.000000,0.453174,1.000000,0.000000,1.000000,1,1
hard_semantic_without_direct_keyword,medicine,0,2,0.564186,0.000000,0.423140,1.000000,0.030034,0.933725,1,1
hard_semantic_without_direct_keyword,it,0,3,0.552944,0.000000,0.414708,1.000000,0.038466,0.915119,1,1
hard_semantic_without_direct_keyword,sports,0,4,0.486719,0.166667,0.406706,1.000000,0.046468,0.897461,1,1
hard_semantic_without_direct_keyword,everyday,0,5,0.448004,0.166667,0.377670,1.000000,0.075504,0.833388,1,1
hard_semantic_without_direct_keyword,military,0,6,0.494831,0.000000,0.371123,1.000000,0.082051,0.818942,1,1
hard_semantic_without_direct_keyword,law,0,7,0.486090,0.000000,0.364568,1.000000,0.088606,0.804477,1,1
hard_semantic_without_direct_keyword,religion,0,8,0.453036,0.000000,0.339777,1.000000,0.113397,0.749772,1,1
hard_semantic_without_direct_keyword,economics,0,9,0.440354,0.000000,0.330265,1.000000,0.122909,0.728782,1,1
hard_semantic_without_direct_keyword,politics,0,10,0.415308,0.000000,0.311481,0.000000,0.141693,0.687332,0,1
hard_medicine_sports_overlap,medicine,1,1,0.610540,0.666667,0.624572,1.000000,0.000000,1.000000,1,1
hard_medicine_sports_overlap,science,0,2,0.581951,0.166667,0.478130,1.000000,0.146442,0.765532,1,1
hard_medicine_sports_overlap,sports,1,3,0.616566,0.000000,0.462424,1.000000,0.162148,0.740385,1,1
hard_medicine_sports_overlap,politics,0,4,0.510849,0.166667,0.424804,1.000000,0.199768,0.680152,1,1
hard_medicine_sports_overlap,law,0,5,0.524537,0.000000,0.393403,1.000000,0.231169,0.629876,1,1
hard_medicine_sports_overlap,military,0,6,0.523633,0.000000,0.392725,1.000000,0.231847,0.628791,1,1
hard_medicine_sports_overlap,it,0,7,0.501394,0.000000,0.376046,1.000000,0.248526,0.602086,1,1
hard_medicine_sports_overlap,religion,0,8,0.494524,0.000000,0.370893,1.000000,0.253679,0.593835,1,1
hard_medicine_sports_overlap,economics,0,9,0.493183,0.000000,0.369887,1.000000,0.254685,0.592225,1,1
hard_medicine_sports_overlap,everyday,0,10,0.483591,0.000000,0.362693,1.000000,0.261879,0.580706,1,1
hard_metaphorical_attack,military,0,1,0.565623,0.333333,0.507551,1.000000,0.000000,1.000000,1,1
hard_metaphorical_attack,economics,1,2,0.585889,0.166667,0.481083,1.000000,0.026468,0.947852,1,1
hard_metaphorical_attack,sports,0,3,0.556256,0.166667,0.458859,1.000000,0.048692,0.904065,1,1
hard_metaphorical_attack,medicine,0,4,0.508812,0.166667,0.423276,1.000000,0.084275,0.833958,1,1
hard_metaphorical_attack,science,0,5,0.539406,0.000000,0.404555,1.000000,0.102996,0.797073,1,1
hard_metaphorical_attack,politics,0,6,0.519268,0.000000,0.389451,1.000000,0.118100,0.767314,1,1
hard_metaphorical_attack,everyday,0,7,0.496954,0.000000,0.372715,1.000000,0.134836,0.734340,1,1
hard_metaphorical_attack,it,0,8,0.489616,0.000000,0.367212,1.000000,0.140339,0.723498,1,1
hard_metaphorical_attack,law,0,9,0.475054,0.000000,0.356290,1.000000,0.151261,0.701979,1,1
hard_metaphorical_attack,religion,0,10,0.406306,0.000000,0.304729,0.000000,0.202822,0.600391,0,1
hard_long_multisegment,economics,1,1,0.544766,0.222222,0.464130,1.000000,0.000000,1.000000,3,3
hard_long_multisegment,it,1,2,0.593449,0.055556,0.458976,1.000000,0.005154,0.988895,3,3
hard_long_multisegment,military,0,3,0.545260,0.000000,0.408945,1.000000,0.055185,0.881100,3,3
hard_long_multisegment,science,0,4,0.504425,0.111111,0.406096,1.000000,0.058034,0.874962,3,3
hard_long_multisegment,sports,0,5,0.520585,0.055556,0.404328,1.000000,0.059802,0.871152,3,3
hard_long_multisegment,everyday,0,6,0.505196,0.055556,0.392786,1.000000,0.071344,0.846284,3,3
hard_long_multisegment,medicine,0,7,0.501531,0.055556,0.390037,1.000000,0.074093,0.840362,3,3
hard_long_multisegment,politics,0,8,0.473182,0.111111,0.382664,0.666667,0.081466,0.824476,2,3
hard_long_multisegment,law,0,9,0.474958,0.055556,0.370107,1.000000,0.094023,0.797421,3,3
hard_long_multisegment,religion,0,10,0.459185,0.000000,0.344388,1.000000,0.119742,0.742008,3,3
hard_religion_history,religion,1,1,0.654884,0.000000,0.491163,1.000000,0.000000,1.000000,1,1
hard_religion_history,science,1,2,0.588036,0.000000,0.441027,1.000000,0.050136,0.897924,1,1
hard_religion_history,everyday,0,3,0.488216,0.166667,0.407829,1.000000,0.083334,0.830333,1,1
hard_religion_history,it,0,4,0.472879,0.000000,0.354659,1.000000,0.136504,0.722080,1,1
hard_religion_history,military,0,5,0.468942,0.000000,0.351707,1.000000,0.139456,0.716070,1,1
hard_religion_history,economics,0,6,0.467427,0.000000,0.350570,1.000000,0.140593,0.713755,1,1
hard_religion_history,politics,0,7,0.457192,0.000000,0.342894,1.000000,0.148269,0.698127,1,1
hard_religion_history,law,0,8,0.449186,0.000000,0.336889,1.000000,0.154274,0.685901,1,1
hard_religion_history,medicine,0,9,0.430250,0.000000,0.322688,1.000000,0.168475,0.656988,1,1
hard_religion_history,sports,0,10,0.400685,0.000000,0.300514,0.000000,0.190649,0.611842,0,1
